"","Hydnophytum_caminiferum","Perama_galioides","Coptophyllum_nicobaricum","Cynanchica_idaea","Galium_leiocarpum","Galium_glaciale","Galium_subvelutinum","Didymaea_mexicana","Paederia_farinosa","Leptodermis_wardii","Mycetia_fangii","Mycetia_balansae","Anthospermum_bergianum","Dentella_misera","Hexasepalum_radulum","Phyllopentas_ledermannii","Danais_capituliformis","Psychotria_rhombocarpa","Psychotria_sacciformis","Psychotria_fendleri","Psychotria_podocarpa","Psychotria_wesselsboeri","Psychotria_silhetensis","Psychotria_kentii","Psychotria_lindleyana","Psychotria_charlotteana","Psychotria_puberulina","Amaracarpus_grandiflorus","Palicourea_pseudottonis","Palicourea_pleiocephala","Palicourea_rhodothamna","Notopleura_longipedunculoides","Coelospermum_balansanum","Morinda_asteroscepa","Craterispermum_puffianum","Faramea_baturitensis","Urophyllum_castaneum","Ophiorrhiza_pectinata","Ophiorrhiza_debruynii","Xanthophytum_foliaceum","Tarenna_foonchewii","Pavetta_mindanaensis","Pavetta_macraei","Bungarimba_ridsdalei","Vidalasia_pubescens","Fosbergia_alleizettii","Randia_mira","Ridsdalea_quadrasii","Tricalysia_soyauxii","Wendlandia_proxima","Vangueria_pallidiflora","Canthium_kuntzeanum","Peponidium_homolleae","Ixora_fusca","Alseis_smithii","Nauclea_subdita","Arachnothryx_sessilis","Guettarda_angelica","Deppea_microphylla","Hillia_psammophila","Stephanostegia_capuronii","Huernia_delicata","Leichhardtia_jensenii","Leichhardtia_spathulata","Metastelma_sepium","Oxypetalum_habrogynum","Gonolobus_inaequalis","Orthosia_angustifolia","Vincetoxicum_utriculosum","Asclepias_speciosa","Cynanchum_gentryi","Cynanchum_roulinioides","Ceropegia_tenuissifolia","Ceropegia_concanensis","Ceropegia_brachyceras","Ceropegia_huberi","Ceropegia_barnesii","Sisyranthus_macer","Hoya_lipoensis","Hoya_matiensis","Ruehssia_woodburyana","Raphionacme_moyalica","Raphionacme_namibiana","Mandevilla_caquetana","Artia_amieuensis","Macropharynx_abnorma","Strophanthus_mirabilis","Lacmellea_floribunda","Parahancornia_surrogata","Rauvolfia_nukuhivensis","Ochrosia_poweri","Geissospermum_argenteum","Anthocleista_procera","Exacum_arabicum","Picrophloeus_javanensis","Swertia_tashiroi","Halenia_taruga-gasso","Halenia_schiedeana","Gentiana_jingdongensis","Macrocarpaea_obnubilata"
"Psychotria_silhetensis",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,16.968232,16.968232,16.968232,0,16.968232,16.968232,16.968232,16.968232,18.039212,30.11448,30.11448,30.11448,30.11448,34.637442,34.637442,34.775232,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_kentii",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,16.968232,16.968232,16.968232,16.968232,0,16.968232,16.968232,16.968232,18.039212,30.11448,30.11448,30.11448,30.11448,34.637442,34.637442,34.775232,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_lindleyana",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,16.968232,16.968232,16.968232,16.968232,16.968232,0,16.968232,16.968232,18.039212,30.11448,30.11448,30.11448,30.11448,34.637442,34.637442,34.775232,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_charlotteana",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,16.968232,16.968232,16.968232,16.968232,16.968232,16.968232,0,16.968232,18.039212,30.11448,30.11448,30.11448,30.11448,34.637442,34.637442,34.775232,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Psychotria_puberulina",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,16.968232,16.968232,16.968232,16.968232,16.968232,16.968232,16.968232,16.968232,16.968232,0,18.039212,30.11448,30.11448,30.11448,30.11448,34.637442,34.637442,34.775232,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Amaracarpus_grandiflorus",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,18.039212,18.039212,18.039212,18.039212,18.039212,18.039212,18.039212,18.039212,18.039212,18.039212,0,30.11448,30.11448,30.11448,30.11448,34.637442,34.637442,34.775232,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_pseudottonis",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,0,10.770022,10.770022,26.067334,34.637442,34.637442,34.775232,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_pleiocephala",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,10.770022,0,10.770022,26.067334,34.637442,34.637442,34.775232,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Palicourea_rhodothamna",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,10.770022,10.770022,0,26.067334,34.637442,34.637442,34.775232,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Notopleura_longipedunculoides",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,30.11448,26.067334,26.067334,26.067334,0,34.637442,34.637442,34.775232,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Coelospermum_balansanum",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,0,16.884116,34.775232,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Morinda_asteroscepa",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,34.637442,16.884116,0,34.775232,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Craterispermum_puffianum",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,34.775232,0,48.51106,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Faramea_baturitensis",99.499018,99.499018,99.499018,99.499018,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,49.629472,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,48.51106,0,70.409422,70.409422,70.409422,70.409422,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Urophyllum_castaneum",99.499018,99.499018,99.499018,99.499018,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,0,55.312828,55.312828,55.312828,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Ophiorrhiza_pectinata",99.499018,99.499018,99.499018,99.499018,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,55.312828,0,7.766714,22.873696,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Ophiorrhiza_debruynii",99.499018,99.499018,99.499018,99.499018,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,55.312828,7.766714,0,22.873696,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Xanthophytum_foliaceum",99.499018,99.499018,99.499018,99.499018,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,70.409422,55.312828,22.873696,22.873696,0,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Tarenna_foonchewii",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,0,8.710768,8.710768,13.251474,13.251474,13.251474,13.251474,13.251474,14.155212,22.366924,30.381932,30.381932,30.381932,30.381932,47.734624,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Pavetta_mindanaensis",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,8.710768,0,4.40947,13.251474,13.251474,13.251474,13.251474,13.251474,14.155212,22.366924,30.381932,30.381932,30.381932,30.381932,47.734624,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Pavetta_macraei",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,8.710768,4.40947,0,13.251474,13.251474,13.251474,13.251474,13.251474,14.155212,22.366924,30.381932,30.381932,30.381932,30.381932,47.734624,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Bungarimba_ridsdalei",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,13.251474,13.251474,13.251474,0,3.680896,3.680896,4.131612,5.647626,14.155212,22.366924,30.381932,30.381932,30.381932,30.381932,47.734624,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Vidalasia_pubescens",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,13.251474,13.251474,13.251474,3.680896,0,2.070884,4.131612,5.647626,14.155212,22.366924,30.381932,30.381932,30.381932,30.381932,47.734624,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Fosbergia_alleizettii",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,13.251474,13.251474,13.251474,3.680896,2.070884,0,4.131612,5.647626,14.155212,22.366924,30.381932,30.381932,30.381932,30.381932,47.734624,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
"Randia_mira",99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,99.499018,13.251474,13.251474,13.251474,4.131612,4.131612,4.131612,0,5.647626,14.155212,22.366924,30.381932,30.381932,30.381932,30.381932,47.734624,56.050246,56.050246,56.050246,56.050246,56.050246,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726,135.455726
