"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126"
"t26",-0.0778104278443392,0.121382692460891,0.0390943583879508,0.00167972294127153,-0.0356104568960439,0.0172372359554876,-0.260895904390387,-0.000564227239931257,-0.0879029706332207,-0.0219232374221182,0.000165149601465238,-0.00302722203690625,0.0334421161130062,-0.0018291461013198,-0.000211087667967319,0.0262780665843011,-9.43886250533338e-05,7.75255404311513e-05,0.00276055234659806,-5.97445406056107e-05,0.000956885085169939,-3.45087547858805e-05,-0.000690675428998267,8.1997596712838e-05,-3.41128118117009e-05,0.145818576076878,0.000118756317702183,0.000646804600117207,-0.00541345936379651,-0.00172010199493844,1.07016883030453e-05,-2.9932191177245e-05,9.1806615368134e-07,-0.0430985836570172,0.00662177659250185,0.00224813226322138,-0.0010558894573523,0.00179478779211076,0.919927994704579,0.0220593562207606,0.000766785010740986,0.000851596809377609,-0.0927940372415549,-0.000945983239801177,2.05940308725099e-07,-0.0011978876239533,0.000243393038850532,-1.39624149670078e-16,-1.71037378898895e-06,-2.03781491824123e-05,-3.78578728990503e-05,0.000801889893606469,1.30122142644235e-05,-3.04854228565404e-05,4.23027974749175e-05,9.23259372932941e-05,7.02165344047249e-08,0.000558559311629225,0.00601762034122524,1.42849963527928e-07,-9.25181816131325e-18,0.000170074546669272,-0.000215298092869848,-0.00897115594859576,-1.05353811432503e-17,0.000136485942909934,-0.002316501219504,2.1331438664785e-05,0.00330838389224737,-2.9155562284999e-16,0.000178177002735177,-0.00171654222222543,0.001153050308522,-4.10174380455527e-05,-0.106336056078244,-7.01956034792555e-16,-0.00018857669965444,1.78691394981095e-06,0.00111335707037352,8.35030691728047e-06,4.04847054519479e-06,0.000594906759284826,-0.00105959778229975,-2.91736635490977e-09,-6.90588410873088e-08,-9.87159490600996e-16,3.71246229359607e-17,-0.000213666018838362,5.83684471226841e-08,3.48508317044023e-16,-0.000236007579330452,-6.97610181739459e-05,3.33785139697416e-06,0.00631822159894973,3.32272960983705e-06,1.18608417068466e-16,0.00846909763260746,8.49252015384025e-09,-9.87003948369074e-17,2.66411191835971e-16,6.33363464441168e-17,-5.38370777661608e-18,-1.94968618990705e-09,-2.28611911646726e-16,-1.05123545131499e-16,7.58177884106694e-17,-1.01148947504638e-16,4.02607144732458e-16,-7.45515747370355e-09,-3.37425621810297e-16,2.38997361929332e-16,-3.04195279512604e-17,0.000981895350292726,1.35008398252137e-07,-0.000105022343626207,-1.00350825980503e-15,9.5632587298153e-16,4.08442888793686e-16,-9.14856028216494e-16,-3.0390107765881e-15,6.63137213658058e-07,-4.06295268174948e-15,-1.53855365748835e-15,-2.62783267022458e-15,-1.34674523071217e-14,1.97322752413382e-14
"t9",-0.049354185531145,0.0138379319079308,-0.016584665541195,-0.00800222810775418,-0.036802732240289,0.0129974628884147,-0.0402741791209653,9.50295639583543e-05,0.0225655340196796,0.068014104436343,-0.000532519097794133,0.0112536968325261,-0.0158978759300032,0.020697691232567,0.00329036001397775,-0.463609132226982,0.0025370429091071,-0.0025347623204884,-0.134737576898993,0.00320278788018902,0.0102263651954058,-0.0222090163416622,-0.424291761990829,0.0583778465044129,0.00582866278743652,-0.0181731042620899,-0.00596292696138825,-0.0192243586239087,0.0939226092490508,0.0205623429720287,-0.0001303051670812,0.000263946847323981,-6.08523659278155e-06,0.235080538357498,-0.0324033678698524,-0.00768869197597858,0.000468615232594348,-0.000297415356084362,0.00493778846620403,-0.00250909115202945,5.72217110615937e-05,-0.000408468573210633,0.000663005978352667,0.000439097847384527,3.3184765471802e-07,-0.000165935167624744,0.000484532209944286,3.60740468429404e-17,-4.22301810675371e-06,-5.28080480163241e-05,-4.21028117735097e-05,0.00256180760667067,2.32028951445855e-05,-5.52972723824601e-05,0.000161622604999953,0.000366488840858156,2.83406904375306e-07,0.00205530517056646,0.0277450859281931,7.21796707456539e-07,-5.24739658834434e-15,0.00186942542008575,-0.703191713634764,0.000743288312261961,-1.6718503148747e-15,0.000319861490214302,-0.00350211352293595,3.27759875290362e-05,0.00738906910553187,-1.76108415454587e-15,0.000287770382706565,-0.00249218528444419,0.000675259841591034,-2.84674129091173e-06,-0.00122800868422658,-7.75302707634497e-16,0.00115246208711477,1.29733361461157e-05,0.000348671044254722,3.10823105128223e-05,1.49566932237025e-05,0.000179843922884685,-0.000323692240995719,-3.34106049962618e-08,-3.97542593610311e-07,-1.00419844221779e-15,-3.78925076032824e-16,-0.000792319420658333,3.21185838028839e-07,3.4366604573898e-17,-0.000103377887777353,-0.000280182821706443,1.82583650097892e-05,0.0340794789761726,2.30308120996452e-05,-1.88182869020792e-15,-0.000173537374235011,-2.35697465719142e-07,9.29913762140101e-16,-3.54588381176003e-16,4.8380983480155e-16,-1.63331967612693e-16,-1.06979997764495e-08,-3.6039012548797e-16,-3.01679732112205e-16,-2.21958903610063e-16,-8.13082218465658e-17,6.50175506205782e-16,-4.07344288856737e-08,-5.89676015549222e-16,9.24337204534289e-16,1.80287451844981e-16,0.000193282905401246,4.004244847504e-07,-2.23720402528249e-05,-8.66720915463801e-16,4.27539473402104e-16,7.66420802888915e-16,-9.13141888045886e-16,-2.3676572130835e-15,1.55866442116747e-07,-4.01536102919834e-15,-1.08701104747096e-15,-2.51406255643588e-15,-1.3401979443738e-14,2.02428509373899e-14
"t10",-0.049342159233155,0.0138294011083687,-0.0165718009995851,-0.00799179087590938,-0.0367264522744608,0.0129689932521095,-0.0401798185348157,9.47962301317621e-05,0.0225097359334428,0.067772436090612,-0.000530600239001693,0.0112094578871315,-0.0158327512835892,0.0206114354763418,0.003270674772157,-0.460726482217583,0.00251925857626798,-0.00251596706502161,-0.133697424849825,0.00317224141703998,0.0101288072352373,-0.0219507003025465,-0.4192647393113,0.0576597628654216,0.00574675171375854,-0.0178839185356197,-0.00584363892655299,-0.0188195372660412,0.0918582855815859,0.02007830271095,-0.00012710236158207,0.000257107250543639,-5.91977394370629e-06,0.228478655766002,-0.0314772744469496,-0.00745666177790113,0.000451804407055638,-0.000286488771848692,0.00475346569175678,-0.0024151683230091,5.5079345485311e-05,-0.000392318471515599,0.000635997578131872,0.000420942632308083,3.16886983698142e-07,-0.000158248679852479,0.000461170759858133,2.49808503685268e-16,-3.99625446123924e-06,-4.98789809805942e-05,-3.94779639708939e-05,0.00238713990921208,2.1109644631538e-05,-5.01949023661428e-05,0.000145623388745733,0.000324864797107759,2.48845042114998e-07,0.00151825062415589,0.020086100273472,3.99196269069226e-07,5.01026394126915e-15,-0.00123450286273686,0.710952769793285,-0.00346920870399498,2.40407246744881e-15,0.000574410127317708,-0.00605221849072492,5.12858869830155e-05,0.0104306586600695,-1.0226439907037e-15,0.000389012229731687,-0.00334713822384052,0.000887373544136966,-3.71467766782279e-06,-0.00160030089859637,1.11507529436254e-15,0.00146124953626697,1.54261527419709e-05,0.000410712859872099,3.57321161861905e-05,1.71382807795783e-05,0.000203916894616809,-0.00036542897524386,-3.77166046143261e-08,-4.473069842861e-07,-3.49996390299111e-16,1.66611261130706e-16,-0.000876778040738387,3.52079714844909e-07,1.03186982393605e-15,-0.000112899316839207,-0.000305693351192438,1.98910963287093e-05,0.0368203140314203,2.48340298195793e-05,-2.9565154073959e-15,-0.000186800472617241,-2.53701077291346e-07,6.16532181128204e-16,4.25373371553449e-16,2.35036739920235e-16,-7.96483737632392e-16,-1.14405300276873e-08,6.89472453601137e-16,1.50392742394339e-16,2.76068548268669e-16,-1.87957869995625e-16,2.69256602190993e-16,-4.33524918414597e-08,-2.73410723036686e-16,6.22073549170627e-16,-1.85719762511653e-16,0.000204747248664367,4.23364868281788e-07,-2.36324102869755e-05,-5.82689914132608e-16,2.98343316887476e-16,4.93492765294418e-16,-7.82995527790846e-16,-3.96697087604138e-15,1.63876427047613e-07,-3.8351933176001e-15,-1.76368058599147e-15,-2.53948154732056e-15,-1.32133715290583e-14,1.95630614643351e-14
"t5",-0.0380819139287561,0.0134958202374952,-0.0284340456308561,-0.00998379320127867,-0.0301955823462609,0.0146974553451769,-0.0337072272479989,9.80875260631594e-05,0.0275977214543113,0.0629039310600644,-0.000488816894393117,0.00981418037458791,-0.0106265516602787,0.0177210779264085,0.00204745590128208,-0.274896486560342,0.00123992808610456,-0.00104190890501483,-0.0704250511679158,0.00143852579779596,0.00459263307961768,0.00160872764398271,0.042791448585584,-0.00936747166224202,-0.00230459563292989,0.00427398200580115,0.00731379293642592,0.0257090654386202,-0.103364682460702,-0.029208051928275,0.000276394926746179,-0.000614675031188727,1.55162487478438e-05,-0.637392191190279,0.0908379438115155,0.0238978378287246,-0.00198991440315964,0.00128021349591728,-0.0511583406374935,0.0264886321856421,-0.00043077584292456,0.00660387032956436,-0.0145269132816901,-0.0115625470548554,-2.24912163495714e-06,-0.0130533504274066,-0.00377922243381474,-2.4996935656879e-15,4.12279930010034e-05,0.000553565852096405,-0.000427945252802464,-0.0445365585430795,0.000162544983840993,-0.000383553421058288,-0.0148144325686333,0.24227558997744,3.92822559707295e-05,0.0308529492208527,0.541566759322023,1.02869632965728e-05,-1.35843693097791e-15,0.000261294684931006,-0.00069419376940678,-0.00176483533042585,3.81556242361591e-15,0.00509382747126135,-0.0124990960264986,0.000131055933342965,0.10651822076621,-1.42148640802033e-14,0.00391211840596918,-0.0335551026868851,0.00872338558877527,-4.43259245150402e-06,-0.00198016706041518,1.73594145537831e-15,0.0143609034894341,0.000143005601007094,0.00102409939747103,9.94517937049953e-05,4.84963467922862e-05,0.000612338514136264,-0.00112862862957563,-3.31252011381366e-07,-3.84071673466159e-06,-2.33780310411042e-15,5.502614602364e-17,-0.00326035415357902,2.93598998386617e-06,3.10112450943972e-15,-0.000543108689621934,-0.00151469831496046,0.000166439721667444,0.316549946707109,0.00027319983672834,-2.23167221842369e-14,-0.00287818627175505,-2.25615755464425e-06,1.01818287940264e-14,-1.93419072287783e-15,3.0361695367718e-15,-2.9845281538939e-16,-1.14850672637877e-07,6.60380511629151e-16,-5.02007114685692e-17,-1.34315702908501e-15,-5.63803416623606e-16,-1.96105598890389e-16,-5.74866712102736e-07,1.79293025195698e-17,1.53982688838448e-16,8.93144369384907e-16,-0.000247247235751105,-3.15703025554104e-07,1.34252572005661e-05,3.27376442990721e-16,7.93811362827753e-16,1.51279744749894e-15,-8.42133279503456e-16,-1.87242006593883e-16,1.53566771868676e-08,-3.98958010130003e-15,-2.37039523797134e-15,-3.00528170397717e-15,-1.4164093146415e-14,2.01501286586247e-14
"t6",-0.0378462858498929,0.0132860489942195,-0.0278796127643325,-0.00965968765759313,-0.0286598840266868,0.0139092166775972,-0.031778972583431,9.22191616369034e-05,0.0259354814600168,0.0575649658100811,-0.000446780779783,0.00889881921678761,-0.00959675502788769,0.0159762095305266,0.00176706136021886,-0.235927665222068,0.00104441630137806,-0.000869305435176357,-0.0583404701906822,0.00114253119933986,0.00364744166149693,0.00121827301363275,0.0322476368973473,-0.00698795331950381,-0.00165344996136679,0.00294389382053856,0.00461438923150146,0.0158643021552471,-0.0625642225023577,-0.0171143253104534,0.000158516241936048,-0.000343015706149297,8.43626312636824e-06,-0.340342279588492,0.0480198398235073,0.0122338662927908,-0.000909988077054024,0.000575603007997176,-0.0227375097143237,0.0117490798301532,-0.000191046298447886,0.00281149790685356,-0.00604254087053557,-0.00475300495651362,-8.60276968048286e-07,-0.00487536405514666,-0.00136121032383374,-3.28683722456327e-16,1.33700024797716e-05,0.000173538812629408,-0.000117544452225899,-0.010920298389596,2.53107094988484e-05,-5.70554492142837e-05,-0.00188636511656004,0.021032294518019,2.61641073572913e-06,-0.00343041628332415,-0.065621684346181,-1.99408083985222e-06,8.47110246775456e-16,-7.6499505804244e-05,0.000208041545097774,0.000567012145079209,-3.35937833634493e-15,-0.00217615282146593,0.00545705725438668,-6.15284462391586e-05,-0.0561809441298469,1.02966429148367e-14,-0.00221490216511673,0.0192329595630987,-0.0052310702303297,2.70118040079195e-06,0.00121044149370335,1.65948659172898e-16,-0.00943029935911552,-0.000120554874609608,-0.000909532004643288,-0.000104389291056213,-5.22906144031596e-05,-0.000727357248799373,0.00140244406373366,4.11846176702037e-07,4.9525610124639e-06,1.21590003070696e-14,1.45162929410196e-15,0.00527042254321333,-5.63901417323101e-06,-8.49704245017138e-15,0.00113150081526363,0.00322770297574176,-0.000367761922686203,-0.889270221191713,-0.000822819455604194,6.32245539434954e-14,0.00926457543130783,7.27407423654136e-06,-2.73000494438994e-14,6.69900874609665e-15,-1.10115982225553e-14,-9.22875349535032e-16,5.05436708163192e-07,-2.54805651643475e-15,-5.56617998910607e-16,3.0610516129536e-15,4.2897695371057e-15,7.7195559028412e-16,3.5307554382869e-06,-1.4214371170133e-15,4.12341240094388e-15,-3.25216230747904e-15,0.00252953276271972,4.48974103107177e-06,-0.000234645988358309,-4.34580454790914e-15,2.0811386068163e-15,-7.01095874684529e-15,-2.15157849424009e-16,-1.37953751429609e-14,1.20953425806498e-06,-6.12902521017713e-15,1.462087297178e-15,-3.65606791031381e-15,-1.21593641785349e-14,1.89824428839736e-14
"t79",-0.00852828542227864,0.0290738764138813,-0.219191998813321,0.0243760811928622,-0.0058792642988353,0.0090567598124423,-0.0155785127066048,9.33646611282075e-05,0.0341332893591587,0.531956821320132,-0.00533332377536593,-0.123639107513116,0.0286860039838458,-0.0904850984300565,-0.00147661029752803,0.16870223052201,-0.00039272525905209,9.12933112466837e-05,0.0354061884018387,-0.000757292910989771,-0.00241844350043273,-0.00368610124383116,-0.0730149850596488,0.010709533063818,0.00124323054336174,0.000349749931653924,-0.00123742913833735,-0.00343705171231659,0.00269293987854807,0.00098013406468048,-2.6725577936839e-05,4.52950971890995e-05,-8.61306869475063e-07,0.0281376437652293,-0.00346994628468179,0.00616655892683971,-7.00095789677643e-05,6.11797382504551e-05,0.00259940697421861,-0.00134745574470518,8.67977560753016e-06,-0.000342628525910765,0.000761552071385626,0.00060925745068618,-2.22112549033259e-07,0.000716056018702234,-0.000452498071963538,-4.53404507945644e-17,6.55969983770671e-06,9.55259516719111e-05,2.92453509520298e-05,-0.0516571061169351,-9.55517045306655e-06,2.27362337739879e-05,-0.00915822801153731,0.28904509726076,8.74827531871652e-05,-0.00521471726477678,-0.0978618633641751,-5.86991419013489e-07,1.04580814373309e-15,0.000234641291330215,-0.000511537193695157,-0.000846157286304396,1.99598205050059e-15,0.00105479620989791,-0.00274054984247255,2.90409847810002e-05,0.0379322705493127,-5.93084276601474e-15,0.00170516310004503,-0.0152146764736636,0.00142992090442507,1.02625426519236e-06,0.000416698674831595,2.90500768752441e-15,0.00970684956277522,-0.000272815602381063,-2.9510911404177e-06,1.36050327851505e-07,7.95417792073942e-08,1.32932320726526e-06,-2.54541577167155e-06,4.7199081673744e-06,-0.000100472639306693,4.54146761226496e-15,-2.7959432041276e-16,-6.19312970809706e-06,3.47356858717261e-07,-3.4779340274085e-15,-6.73259710494537e-07,-1.79548447654403e-06,7.00541313497825e-06,0.000201438214072924,1.45535549774645e-07,1.92560838595715e-14,-1.28292300110677e-06,1.36751396967557e-08,4.59141256628098e-14,-0.707106781186547,-2.26896776993969e-14,3.1261289682854e-15,9.25080736241219e-10,2.35354358953734e-15,8.82135440896968e-17,-1.16090273874848e-16,3.06773070006251e-16,4.46745571857066e-16,2.67167350548379e-09,-1.40518883828868e-15,-5.92840502063038e-16,2.42595623666496e-16,-6.43849909533573e-11,7.04660211353212e-14,-5.90793862268104e-11,-2.1761844040824e-16,1.49275607279161e-15,-6.05418512665177e-15,-6.72491726309353e-16,-4.12698395339859e-15,1.83135886748994e-11,-5.28973242518941e-15,-1.75294786286904e-15,-2.56055918079946e-15,-1.30939087273255e-14,1.94437691601963e-14
"t80",-0.00852828542227863,0.0290738764138813,-0.219191998813321,0.0243760811928621,-0.00587926429883534,0.00905675981244229,-0.0155785127066048,9.33646611282506e-05,0.0341332893591588,0.531956821320132,-0.00533332377536592,-0.123639107513116,0.0286860039838458,-0.0904850984300564,-0.00147661029752787,0.16870223052201,-0.000392725259052147,9.12933112466922e-05,0.035406188401839,-0.00075729291098961,-0.00241844350043239,-0.00368610124383122,-0.0730149850596487,0.0107095330638179,0.00124323054336168,0.000349749931654045,-0.00123742913833747,-0.00343705171231697,0.00269293987854786,0.000980134064679751,-2.67255779366777e-05,4.52950971891514e-05,-8.61306869285341e-07,0.0281376437652291,-0.00346994628468151,0.00616655892683967,-7.00095789674735e-05,6.11797382504686e-05,0.00259940697421785,-0.00134745574470577,8.67977560749934e-06,-0.000342628525909766,0.000761552071385552,0.000609257450685879,-2.22112548946931e-07,0.000716056018702369,-0.000452498071963614,1.86483009881058e-17,6.55969983792897e-06,9.55259516717922e-05,2.92453509514175e-05,-0.0516571061169355,-9.55517045445882e-06,2.27362337723503e-05,-0.00915822801153744,0.289045097260759,8.74827531868033e-05,-0.00521471726477588,-0.0978618633641755,-5.86991419588909e-07,1.08668025838945e-15,0.000234641291331855,-0.000511537193696102,-0.000846157286304479,1.5809298190875e-15,0.00105479620989851,-0.00274054984247708,2.90409847772094e-05,0.0379322705493086,-6.10750464654097e-15,0.00170516310004485,-0.0152146764736622,0.00142992090442359,1.02625426534718e-06,0.000416698674831018,2.47479626545409e-15,0.00970684956277474,-0.00027281560238131,-2.95109114118255e-06,1.36050328322456e-07,7.9541776817157e-08,1.32932321079033e-06,-2.54541576888819e-06,4.71990816761367e-06,-0.000100472639306813,-5.03420597512702e-15,-1.94872743650134e-16,-6.1931297099427e-06,3.47356859491117e-07,3.61578394550073e-15,-6.73259707531602e-07,-1.79548447187935e-06,7.00541313329192e-06,0.000201438214084096,1.45535569421717e-07,-1.89286492936303e-14,-1.28292296574644e-06,1.36751494701684e-08,-4.68398038741955e-14,0.707106781186547,2.23907196262795e-14,-3.94631723934534e-15,9.25094260008589e-10,-2.72749671214287e-15,2.71092231062785e-16,1.28730101818815e-15,2.92172528165047e-17,9.6769675837673e-16,2.67167176336857e-09,5.13342837561693e-16,2.80643091246055e-15,-5.18260963223177e-16,-6.43841768822737e-11,6.92697771371072e-14,-5.90818698423965e-11,-1.57280425196027e-15,-3.64387675998446e-16,6.54684620284377e-15,-4.50757552950546e-16,-1.24040408937303e-15,1.83185240643627e-11,-3.38153660160301e-15,-6.63540886327643e-16,-2.72709259896969e-15,-1.38459214465446e-14,2.03247148931152e-14
"t14",-0.00832989014415472,0.0273735500982275,-0.203105793673693,0.02139468862074,-0.00475107177505561,0.00722367858529349,-0.0122142968911905,7.22738780908257e-05,0.0263704708967662,0.361141415288221,-0.00359798457336482,-0.0799819196736558,0.0181587178960449,-0.0567415583782375,-0.000708373712580805,0.0778135260891918,-0.000157079731551421,3.37055662716876e-05,0.0122609675833178,-0.000162044839160427,-0.000517087412079237,-0.000258312354065952,-0.00406399269584655,0.000276950930510128,-0.000106943340003342,-6.95909926395595e-05,0.000530433023007348,0.00166327055678947,-0.00143021503095258,-0.000596527268512404,1.76014861709597e-05,-3.26549905452589e-05,6.70838890442839e-07,-0.0230251189058881,0.00291439875847505,-0.0055975800971508,7.91670095723441e-05,-7.11122128065213e-05,-0.0030765476239515,0.00159978731019773,-1.03072741835258e-05,0.000431927151253688,-0.000990771772743533,-0.000804938030696205,3.19748172501553e-07,-0.00105760253278843,0.000693416600170585,-2.66586185220257e-18,-1.10365516971112e-05,-0.000165051562820996,-5.53161536589983e-05,0.104161130777342,2.29281758094704e-05,-5.52400357398624e-05,0.0230998278470876,-0.780010573029118,-0.000243808477523776,0.0186566422744953,0.354535803835057,2.32077991880413e-06,-3.20182170452293e-15,-0.00103497081117632,0.00227282540519752,0.00384503446811476,-6.66216078994236e-15,-0.00532154687593587,0.0139491899488693,-0.000152396818606104,-0.209683307667494,3.30298740920475e-14,-0.00974799523246078,0.0875009496631565,-0.00840963794475743,-6.08481005251569e-06,-0.00247455605284239,-1.46582250405197e-14,-0.0598265892201372,0.00193874073745114,2.16600555839788e-05,-1.1143824279819e-06,-6.63724754480551e-07,-1.18843193007427e-05,2.35262087603409e-05,-4.36422778394386e-05,0.000954890081368828,-4.84236033948588e-16,3.43492542036208e-16,7.05732761657433e-05,-4.60889250158023e-06,1.80462664528101e-16,9.640755839625e-06,2.62740090026535e-05,-0.000106199224564421,-0.00392380263507823,-3.06688442601624e-06,2.57552499357864e-16,2.92281172387979e-05,-3.12155373636283e-07,1.01566332742374e-16,-4.20153945763932e-16,-3.77794710030255e-17,8.91535005874475e-17,-3.18276824592622e-08,-3.15793657697807e-16,-3.33404413208922e-16,-1.62467761546341e-15,-1.6246914899878e-16,1.36600058217872e-16,-1.61909269407166e-07,-1.74316951990001e-16,2.1098988865069e-16,-2.48268830262405e-16,2.40743814429635e-08,1.93233827166688e-11,-8.97795305560454e-09,-1.09246125175589e-15,3.3597192267603e-16,9.92471613939548e-16,-1.74732414848085e-15,-5.99246518813664e-15,7.70204623516684e-10,-3.93079328617135e-15,-1.68367627045073e-15,-2.34238389354833e-15,-1.35028287872118e-14,1.98178235370028e-14
"t34",-0.00922116042340695,0.0369917137376122,-0.306097874267644,0.0573470719751497,0.0241031197421505,-0.023493167285315,0.0263788932740531,-0.000122903590054675,-0.0433585340930705,-0.134104465317075,0.00125759868270895,0.0185163743198046,-0.00334362050505723,0.00940162936862854,-8.27064479708094e-05,0.0109427386969198,-3.36644295038306e-05,8.43803858692287e-06,0.00340478020766646,-7.78570332495479e-05,-0.000248629800122612,-0.00033799367909605,-0.00656179478615235,0.000918448922958946,8.29573536175219e-05,1.48651137563045e-05,2.61170656012547e-05,0.000136166881479483,-0.00015260374070135,-8.6124022232422e-05,2.96369605851934e-06,-6.56322424458065e-06,1.61099123504589e-07,-0.00648551896229667,0.000928688759356106,-0.0797281941760738,1.93357165149133e-05,-1.85104190071801e-05,-0.000832942393790171,0.000436018448804258,-2.81042722098088e-06,0.000133147684921651,-0.000325559727031751,-0.000272980909764498,1.30893619815844e-07,-0.000461059015817705,0.000333682688951441,3.29493457413078e-15,-7.33977605589536e-06,-0.000124261503979323,-8.28767978919278e-05,0.908335053593036,-1.09536301005847e-05,2.38363876561996e-05,-0.00749911854934474,0.158246625382324,3.97041707105963e-05,-3.95979922590472e-05,0.000904052073927755,7.19797242917148e-08,5.75997319110106e-16,-6.1993245915897e-05,0.000140166853934332,0.00025793602749249,-2.46581976906764e-16,-0.000497163045368647,0.00133963373122401,-1.62110360401389e-05,-0.0286636890866783,5.22771195330448e-15,-0.00196414060848935,0.020324597504888,0.11331221948614,1.69785142311982e-06,0.000543310844448064,-1.9665990878274e-15,-0.00199284605523722,0.0267993765734786,1.96161009518941e-06,-1.22884218697173e-07,-7.45049203256358e-08,-1.40974198426237e-06,2.85348123069731e-06,-5.2947461829514e-06,0.000117806913953282,-1.16756901340895e-15,-7.73702923901135e-16,9.49212705078e-06,-6.52689948398292e-07,7.02258311578332e-16,1.39447779102951e-06,3.82156775190689e-06,-1.55811872529635e-05,-0.000605267775884585,-4.79011245541777e-07,-6.59949418564547e-16,4.61622200845598e-06,-4.93140137349832e-08,-6.43248002930147e-16,4.31440665367122e-16,3.36920150411963e-16,-3.10956623469807e-17,-5.25206869497469e-09,-9.06592662350796e-17,4.31712186013542e-16,1.59757623557339e-16,1.03940670802638e-17,6.59213608452096e-17,-2.76515973404376e-08,-7.25968788284815e-16,1.1070213628174e-15,-2.85675060388266e-16,4.25943973546181e-09,3.47167716749559e-12,-1.62443192558923e-09,-1.13679591172058e-15,1.38353150562109e-16,1.27231465704251e-15,-6.40986441983262e-16,-3.23312675981086e-15,1.44920155427872e-10,-3.64103442570988e-15,-1.28722551086282e-15,-2.57656583341843e-15,-1.36367173887122e-14,1.94973018451456e-14
"t61",-0.00931798280774916,0.0379958010873666,-0.316650325621258,0.0607780302432227,0.0265064929048746,-0.0259873813379766,0.0294039675792241,-0.000137781892655644,-0.0486503688555606,-0.159391601545248,0.00149892186575913,0.022483044036924,-0.00409891880106552,0.0115732577338245,-0.000114246979376138,0.015365301727013,-5.00903252296619e-05,1.29564075302689e-05,0.00535788178922546,-0.000144459318858768,-0.000461429258715949,-0.000799151809878981,-0.0159794522559865,0.00238676290709881,0.000293300672857949,8.654984126962e-05,-0.000339825082896814,-0.000976740315365444,0.000792736306011208,0.00031160028699378,-9.10951315253759e-06,1.75206244097278e-05,-4.04496789337192e-07,0.0165294049136985,-0.00246256380457857,0.349701516117258,-2.77393777603978e-06,3.62014043660423e-06,0.000181569010613965,-9.64182356708978e-05,6.22031303497661e-07,-3.36857716445605e-05,8.31548814115744e-05,6.94458247194481e-05,-3.04859055305777e-08,0.000102996470326643,-6.95680867926814e-05,-8.40079665823548e-16,1.23202098272052e-06,1.94067792841374e-05,9.75165351325599e-06,-0.0838136733796521,3.67178766108567e-07,-7.14045186629216e-07,0.000148277613434935,-0.000558389552218597,1.2771182175503e-07,-1.17965656880759e-06,2.68183900373059e-05,1.68369925036533e-09,-3.3315421487553e-16,1.69367137972047e-07,-7.69934437396241e-07,-3.88732489323682e-06,7.35840270229537e-16,4.50951079000864e-05,-0.000134872748715763,2.30690267804674e-06,0.00735256145019589,-1.70447886167262e-15,0.000784883598915274,-0.00891708753057069,-0.0775118756311528,-1.47380402438191e-06,-0.000498643395726052,-3.99317739149813e-15,-0.00122934921985436,-0.8483467189462,7.43199324555413e-06,-1.35792628406968e-07,-7.60319983752399e-08,-1.16805731155273e-06,2.2057809402816e-06,-4.08972719175943e-06,8.67849553756265e-05,1.03477248563022e-15,1.99912078440834e-16,5.79330393679709e-06,-3.69213174263456e-07,9.6642760938583e-16,7.69484617118603e-07,2.09622688321045e-06,-8.47128299291586e-06,-0.000315709831461494,-2.47879885769083e-07,1.91125929804753e-15,2.37366318343028e-06,-2.53536976199765e-08,4.98975588384366e-16,-1.78472265531788e-16,-8.12269751112078e-16,2.13124857888577e-16,-2.65028993846032e-09,-5.55708953628381e-16,-3.76749550128709e-16,-8.55423270022917e-16,3.66049067667073e-16,4.09655498846498e-16,-1.38359412104383e-08,-2.65311862694688e-16,9.00257044505049e-16,-2.08349973596156e-16,2.12356942986435e-09,1.73487932919538e-12,-8.09949826980123e-10,-9.86316627037206e-16,5.85893657842004e-16,-1.36776697469087e-15,-9.63313244816964e-16,-1.82527825524879e-15,7.25352311688644e-11,-3.38429484977101e-15,-9.92899174278522e-16,-2.41075892922429e-15,-1.35553316919074e-14,2.01426026469656e-14
